699;27;0,200017;0,0100024;0,12253;3,28E-06;22
755;11;0,200005;0,0100179;0,122901;3,28E-06;30
509;39;0,200205;0,0100006;0,1226;3,28E-06;12
966;28;0,200005;0,0100757;0,124325;3,26E-06;80
920;23;0,200024;0,0100031;0,122549;3,28E-06;80
528;36;0,20004;0,0100168;0,122896;3,28E-06;64
236;41;0,200009;0,0100532;0,123771;3,26E-06;76
671;18;0,200035;0,010026;0,123119;3,27E-06;68
405;32;0,200001;0,0100182;0,122907;3,28E-06;16
289;17;0,200013;0,0100049;0,122588;3,28E-06;34
916;47;0,201845;0,0100007;0,123608;3,28E-06;12
848;11;0,200101;0,0100006;0,122538;3,28E-06;10
746;21;0,200145;0,0100017;0,12259;3,28E-06;80
910;35;0,200021;0,0100003;0,12248;3,28E-06;18
652;33;0,200001;0,0100428;0,123511;3,27E-06;34
527;17;0,200375;0,0100071;0,122863;3,28E-06;50
672;49;0,200099;0,0100015;0,122557;3,28E-06;14
900;31;0,200014;0,0100013;0,122501;3,28E-06;70
426;22;0,20001;0,0100001;0,122468;3,28E-06;78
696;48;0,200249;0,0100017;0,122654;3,28E-06;80
921;41;0,200025;0,0100024;0,122533;3,28E-06;22
500;26;0,20003;0,0100042;0,122582;3,28E-06;80
616;38;0,200044;0,0100004;0,122496;3,28E-06;12
396;48;0,200095;0,01;0,122519;3,28E-06;14
392;33;0,200286;0,0100036;0,122724;3,28E-06;12
410;12;0,200022;0,0100012;0,122502;3,28E-06;78
280;18;0,200037;0,010002;0,122532;3,28E-06;69
402;14;0,200458;0,0100004;0,12275;3,28E-06;78
618;11;0,200232;0,0100001;0,122605;3,28E-06;78
672;37;0,200162;0,01;0,122559;3,28E-06;78
551;32;0,200116;0,0100021;0,122583;3,28E-06;80
234;22;0,200188;0,0100017;0,122616;3,28E-06;80
571;22;0,20004;0,0100177;0,122919;3,28E-06;71
962;10;0,200003;0,0100003;0,122469;3,28E-06;34
833;26;0,200004;0,010023;0,123026;3,27E-06;73
849;18;0,200131;0,0100038;0,122634;3,28E-06;78
296;30;0,2;0,0100036;0,122547;3,28E-06;80
972;50;0,200284;0,0102583;0,129051;3,20E-06;70
770;50;0,200107;0,0100037;0,122616;3,28E-06;28
672;30;0,2;0,0100006;0,122474;3,28E-06;12
341;28;0,200132;0,0100002;0,122545;3,28E-06;65
225;32;0,200008;0,0100134;0,122794;3,28E-06;19
557;29;0,200072;0,0100824;0,124531;3,26E-06;71
873;46;0,200004;0,0100009;0,122485;3,28E-06;76
551;10;0,200053;0,0100002;0,122499;3,28E-06;18
600;28;0,200037;0,0100091;0,122705;3,28E-06;22
981;43;0,200027;0,0100493;0,123688;3,27E-06;20
922;49;0,200038;0,0100002;0,122487;3,28E-06;78
914;45;0,201062;-0,0058284;0,041821;-5,63E-06;80
295;27;0,20016;0,010004;0,122656;3,28E-06;12
421;38;0,200066;0,0100042;0,122604;3,28E-06;10
338;44;0,200023;0,0100112;0,122749;3,28E-06;78
464;17;0,200004;0,0100058;0,122605;3,28E-06;18
606;32;0,200178;0,0100003;0,122576;3,28E-06;62
891;11;0,200012;0,0100002;0,122472;3,28E-06;68
322;47;0,20005;-0,0058284;0,0416104;-5,63E-06;66
499;35;0,200009;0,0100053;0,122595;3,28E-06;62
508;21;0,200025;0,0100003;0,122481;3,28E-06;68
421;31;0,200183;0,0100053;0,122702;3,28E-06;76
447;25;0,200013;0,0100053;0,122597;3,28E-06;76
674;37;0,200087;0,0100012;0,122543;3,28E-06;70
707;21;0,20261;0,0100407;0,125071;3,27E-06;12
807;17;0,20001;0,0100151;0,122836;3,28E-06;78
324;19;0,200129;0,0100003;0,122547;3,28E-06;80
949;26;0,200074;0,0100127;0,122816;3,28E-06;78
294;44;0,200247;0,0100064;0,12277;3,28E-06;12
977;35;0,200019;0,0100003;0,122479;3,28E-06;76
555;22;0,200505;0,0100001;0,122772;3,28E-06;78
850;24;0,20002;0,0100022;0,122526;3,28E-06;26
325;19;0,200023;0,0100013;0,122506;3,28E-06;74
267;44;0,200075;0,0100025;0,122567;3,28E-06;70
866;19;0,200011;0,0100026;0,122531;3,28E-06;78
645;16;0,200218;0,010009;0,122815;3,28E-06;12
291;20;0,200004;0,0100004;0,122472;3,28E-06;80
843;26;0,200659;0,0100001;0,122866;3,28E-06;10
736;48;0,200013;0,0100005;0,12248;3,28E-06;66
578;12;0,200115;-0,0058284;0,0416239;-5,63E-06;60
498;12;0,200061;0,0100278;0,12318;3,27E-06;78
538;39;0,200144;0,0100001;0,12255;3,28E-06;78
326;40;0,200003;0,010022;0,123002;3,27E-06;62
332;44;0,200107;0,0100137;0,122862;3,28E-06;12
686;22;0,200026;0,0100996;0,124929;3,25E-06;71
328;23;0,200189;0,0100006;0,122591;3,28E-06;78
929;34;0,200013;0,01;0,122468;3,28E-06;74
479;44;0,202055;0,0100345;0,124574;3,27E-06;12
258;43;0,200978;0,0100017;0,123101;3,28E-06;71
627;31;0,200114;0,0100149;0,122896;3,28E-06;34
700;39;0,200129;0,0100011;0,122567;3,28E-06;80
380;24;0,200127;0,0100007;0,122554;3,28E-06;78
796;22;0,204858;0,00999992;0,125433;3,28E-06;80
508;26;0,200014;0,0100004;0,122479;3,28E-06;76
373;38;0,200024;0,0100013;0,122506;3,28E-06;66
402;42;0,200002;0,0100001;0,122463;3,28E-06;78
359;10;0,200009;0,0100122;0,122764;3,28E-06;67
724;41;0,200007;0,0100045;0,122574;3,28E-06;12
855;39;0,200004;0,0100002;0,122468;3,28E-06;80
650;48;0,20008;0,0100039;0,122606;3,28E-06;12
254;10;0,200035;0,0100007;0,1225;3,28E-06;18
270;21;0,200355;0,0100036;0,122766;3,28E-06;12
898;22;0,200008;0,01;0,122466;3,28E-06;78
460;32;0,200001;0,0100143;0,12281;3,28E-06;83
